_id,estId,estName,addrFull,srvType,insStatus,insDate,observation,infCategory,defDesc,infType,actionDesc,OutcomeDate,OutcomeDesc,fineAmount,geometry
2304,10660459,J & S SALON BEAUTY SUPPLIES,3737 LAWRENCE AVE E,Aesthetics,Conditional Pass,2024-10-16,None,09 - Additional Record Requirements,Fail to keep accidental exposure records of personal service setting as required. Reg. Para. 4 of subsec. 14 (1),C - Crucial,Notice to Comply,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.21657, 43.76145]]}"
2305,10660459,J & S SALON BEAUTY SUPPLIES,3737 LAWRENCE AVE E,Aesthetics,Conditional Pass,2024-10-16,None,09 - Additional Record Requirements,Fail to obtain contact information of person seeking personal service. Reg. Sec. 5,S - Significant,Notice to Comply,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.21657, 43.76145]]}"
2306,10660459,J & S SALON BEAUTY SUPPLIES,3737 LAWRENCE AVE E,Aesthetics,Pass,2024-10-16,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.21657, 43.76145]]}"
2307,10660459,J & S SALON BEAUTY SUPPLIES,3737 LAWRENCE AVE E,Barbering & Hairdressing,Conditional Pass,2024-10-16,None,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Reusable equipment not cleaned and disinfected or sterilized between each use. Reg. Clause 10 (4)(a),C - Crucial,Notice to Comply,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.21657, 43.76145]]}"
2308,10660459,J & S SALON BEAUTY SUPPLIES,3737 LAWRENCE AVE E,Barbering & Hairdressing,Conditional Pass,2024-10-16,None,01 - Public Health Notification,Operator fail to post inspection results in accordance with inspector's request. Reg. Sec. 4,C - Crucial,Notice to Comply,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.21657, 43.76145]]}"
2309,10660459,J & S SALON BEAUTY SUPPLIES,3737 LAWRENCE AVE E,Barbering & Hairdressing,Conditional Pass,2024-10-16,None,09 - Additional Record Requirements,Fail to keep accidental exposure records of personal service setting as required. Reg. Para. 4 of subsec. 14 (1),C - Crucial,Notice to Comply,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.21657, 43.76145]]}"
2310,10660459,J & S SALON BEAUTY SUPPLIES,3737 LAWRENCE AVE E,Barbering & Hairdressing,Pass,2024-10-16,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.21657, 43.76145]]}"
2311,10660891,GENTS BARBERSHOP,"879 BAY ST, 8",Barbering & Hairdressing,Pass,2023-12-29,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.38623, 43.66278]]}"
2312,10661135,DVNCII  (WHITE ROSE),3765 LAKE SHORE BLVD W,Barbering & Hairdressing,Pass,2024-02-28,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.54111, 43.59252]]}"
2313,10661388,LA ROSE MEN'S HAIRSTYLING & BARBER SHOP,"140 LA ROSE AVE, UNIT-7",Barbering & Hairdressing,Pass,2023-10-03,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.52398, 43.68495]]}"
2314,10659936,RAW HAIR STUDIO,"170 NORTH QUEEN ST, UNIT-K-16",Barbering & Hairdressing,Pass,2024-06-20,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.55842, 43.61917]]}"
2315,10660327,LUNA 1 HAIR SALON,"3895 JANE ST, UNIT-13",Aesthetics,Pass,2024-09-04,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.51708, 43.75634]]}"
2316,10660327,LUNA 1 HAIR SALON,"3895 JANE ST, UNIT-13",Barbering & Hairdressing,Pass,2024-09-04,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.51708, 43.75634]]}"
2317,10660327,LUNA 1 HAIR SALON,"3895 JANE ST, UNIT-13",Nails,Pass,2024-09-04,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.51708, 43.75634]]}"
2318,10660419,OTI'S EUROPEAN HAIR STYLE,"150 BERRY RD, UNIT-3",Barbering & Hairdressing,Pass,2024-07-16,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.48906, 43.63817]]}"
2319,10688978,FINE BEAUTY & ACADEMY,"6006 YONGE ST, UNIT-A",Aesthetics,Pass,2024-09-25,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.41811, 43.78878]]}"
2320,10688978,FINE BEAUTY & ACADEMY,"6006 YONGE ST, UNIT-A",Aesthetics,Conditional Pass,2024-09-05,None,06 - Sharps Handling & Disposal,Personal Service Setting ÃÂ¿ use non-sterile sharps for invasive procedure. Reg. Para. 1 of subsec. 10 (6),C - Crucial,Notice to Comply,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.41811, 43.78878]]}"
2321,10688978,FINE BEAUTY & ACADEMY,"6006 YONGE ST, UNIT-A",Aesthetics,Conditional Pass,2024-09-05,None,06 - Sharps Handling & Disposal,Fail to ensure all sharps disposed of immediately after use in sharps container in close proximity to where personal service provided. Reg. Subsec. 10 (7),C - Crucial,Notice to Comply,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.41811, 43.78878]]}"
2322,10688978,FINE BEAUTY & ACADEMY,"6006 YONGE ST, UNIT-A",Aesthetics,Conditional Pass,2024-09-05,None,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Personal service setting - use equipment not maintained in sanitary condition. Reg. Clause 10 (1)(a),C - Crucial,Notice to Comply,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.41811, 43.78878]]}"
2323,10688978,FINE BEAUTY & ACADEMY,"6006 YONGE ST, UNIT-A",Micropigmentation/Microblading,Pass,2024-09-25,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.41811, 43.78878]]}"
2324,10688978,FINE BEAUTY & ACADEMY,"6006 YONGE ST, UNIT-A",Micropigmentation/Microblading,Conditional Pass,2024-09-05,None,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Personal service setting - use equipment not maintained in sanitary condition. Reg. Clause 10 (1)(a),C - Crucial,Notice to Comply,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.41811, 43.78878]]}"
2325,10688978,FINE BEAUTY & ACADEMY,"6006 YONGE ST, UNIT-A",Micropigmentation/Microblading,Conditional Pass,2024-09-05,None,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Reusable equipment not cleaned and disinfected or sterilized between each use. Reg. Clause 10 (4)(a),C - Crucial,Notice to Comply,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.41811, 43.78878]]}"
2326,10688978,FINE BEAUTY & ACADEMY,"6006 YONGE ST, UNIT-A",Nails,Pass,2024-09-05,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.41811, 43.78878]]}"
2327,10688771,STORM HORSE TATTOO,847 DUNDAS ST W,Body Piercing,Pass,2024-02-09,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.40992, 43.6514]]}"
2328,10688771,STORM HORSE TATTOO,847 DUNDAS ST W,Body Piercing,Pass,2023-06-16,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.40992, 43.6514]]}"
2329,10688771,STORM HORSE TATTOO,847 DUNDAS ST W,Tattooing,Pass,2024-02-09,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.40992, 43.6514]]}"
2330,10688771,STORM HORSE TATTOO,847 DUNDAS ST W,Tattooing,Pass,2023-06-16,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.40992, 43.6514]]}"
2331,10688775,ELECTROLYSIS BY RITA MALINA,"2340 DUNDAS ST W, UNIT-G34",Aesthetics,Pass,2024-04-12,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4525, 43.65648]]}"
2332,10688961,FIRST CHOICE HAIRCUTTERS,"2114 QUEEN ST E, UNIT-1",Aesthetics,Pass,2024-07-10,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.29493, 43.67134]]}"
2333,10688961,FIRST CHOICE HAIRCUTTERS,"2114 QUEEN ST E, UNIT-1",Barbering & Hairdressing,Pass,2024-07-10,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.29493, 43.67134]]}"
2334,10689121,TOP COAT NAILS & BEAUTY,1052 EGLINTON AVE W,Aesthetics,Pass,2024-02-22,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.43054, 43.70016]]}"
2335,10689121,TOP COAT NAILS & BEAUTY,1052 EGLINTON AVE W,Nails,Pass,2024-02-22,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.43054, 43.70016]]}"
2336,10689256,ISLAND FADES INC,2789A DANFORTH AVE,Barbering & Hairdressing,Pass,2024-07-26,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.29633, 43.68916]]}"
2337,10688532,FIRST CHOICE HAIRCUTTERS,828 WARDEN AVE,Aesthetics,Pass,2024-09-11,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.28993, 43.72533]]}"
2338,10688532,FIRST CHOICE HAIRCUTTERS,828 WARDEN AVE,Aesthetics,Pass,2023-10-31,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.28993, 43.72533]]}"
2339,10688532,FIRST CHOICE HAIRCUTTERS,828 WARDEN AVE,Barbering & Hairdressing,Pass,2024-09-11,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.28993, 43.72533]]}"
2340,10688532,FIRST CHOICE HAIRCUTTERS,828 WARDEN AVE,Barbering & Hairdressing,Pass,2023-10-31,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.28993, 43.72533]]}"
2341,10688686,ENVY BEAUTY SALON & SPA,"2397 FINCH AVE W, UNIT-5-6",Aesthetics,Pass,2024-09-13,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.54458, 43.75119]]}"
2342,10688686,ENVY BEAUTY SALON & SPA,"2397 FINCH AVE W, UNIT-5-6",Barbering & Hairdressing,Pass,2024-09-13,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.54458, 43.75119]]}"
2343,10727820,CANADIAN ALL CARE COLLEGE,"240 ALTON TOWERS CRCL, UNIT-302",Aesthetics,Pass,2024-03-14,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.27736, 43.82625]]}"
2344,10727820,CANADIAN ALL CARE COLLEGE,"240 ALTON TOWERS CRCL, UNIT-302",Aesthetics,Pass,2022-03-30,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.27736, 43.82625]]}"
2345,10727820,CANADIAN ALL CARE COLLEGE,"240 ALTON TOWERS CRCL, UNIT-302",Micropigmentation/Microblading,Pass,2024-03-14,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.27736, 43.82625]]}"
2346,10727820,CANADIAN ALL CARE COLLEGE,"240 ALTON TOWERS CRCL, UNIT-302",Micropigmentation/Microblading,Pass,2022-03-30,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.27736, 43.82625]]}"
2347,10727820,CANADIAN ALL CARE COLLEGE,"240 ALTON TOWERS CRCL, UNIT-302",Nails,Pass,2024-03-14,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.27736, 43.82625]]}"
2348,10727820,CANADIAN ALL CARE COLLEGE,"240 ALTON TOWERS CRCL, UNIT-302",Nails,Pass,2022-03-30,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.27736, 43.82625]]}"
2349,10725320,NAIL BY YEON,5332 YONGE ST,Aesthetics,Pass,2024-03-05,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.41433, 43.77349]]}"
2350,10725320,NAIL BY YEON,5332 YONGE ST,Aesthetics,Conditional Pass,2024-02-20,None,05 - Single-Use Equipment & Instruments,Personal service setting - single-use equipment not discarded immediately after use. Reg. Subsec. 10 (5),C - Crucial,Notice to Comply,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.41433, 43.77349]]}"
2351,10725320,NAIL BY YEON,5332 YONGE ST,Nails,Pass,2024-03-05,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.41433, 43.77349]]}"
2352,10725320,NAIL BY YEON,5332 YONGE ST,Nails,Conditional Pass,2024-02-20,None,05 - Single-Use Equipment & Instruments,Personal service setting - single-use equipment not discarded immediately after use. Reg. Subsec. 10 (5),C - Crucial,Notice to Comply,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.41433, 43.77349]]}"
2353,10725320,NAIL BY YEON,5332 YONGE ST,Nails,Conditional Pass,2024-02-20,None,02 - General Setting Requirements,Fail to ensure personal service setting equipped with waste receptacles appropriate for sanitary operation. Reg. Para. 8 of subsec. 8 (1),C - Crucial,Notice to Comply,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.41433, 43.77349]]}"
2354,10725320,NAIL BY YEON,5332 YONGE ST,Nails,Conditional Pass,2024-02-20,None,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Personal service setting - fail to ensure disinfectants used are accompanied by a Health Canada drug identification number or natural product number. Reg. Clause 11 (2)(a),C - Crucial,Notice to Comply,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.41433, 43.77349]]}"
2355,10726342,NAILS FOR YOU,"16 RICHARDSON ST, UNIT-1",Aesthetics,Pass,2023-05-08,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.36867, 43.64558]]}"
2356,10726342,NAILS FOR YOU,"16 RICHARDSON ST, UNIT-1",Nails,Pass,2023-05-08,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.36867, 43.64558]]}"
2357,10726585,VIBRAS SALON,353A EGLINTON AVE W,Barbering & Hairdressing,Pass,2024-07-16,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.40982, 43.7041]]}"
2358,10728009,HAIRCLUB,"245 YORKLAND BLVD, UNIT-301",Barbering & Hairdressing,Pass,2024-05-08,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3369, 43.77261]]}"
2359,10728009,HAIRCLUB,"245 YORKLAND BLVD, UNIT-301",Micropigmentation/Microblading,Pass,2024-05-08,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3369, 43.77261]]}"
2360,10728961,HONG NGUYEN BEAUTY STUDIO,105 HOME RD,Aesthetics,Pass,2022-06-03,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.46741, 43.73596]]}"
2361,10728961,HONG NGUYEN BEAUTY STUDIO,105 HOME RD,Micropigmentation/Microblading,Pass,2022-06-03,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.46741, 43.73596]]}"
2362,10729629,SEVERUS SALON,396 KING ST E,Barbering & Hairdressing,Pass,2023-06-20,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.36125, 43.65411]]}"
2363,10731073,REDMASKINK,"5511 YONGE ST, UNIT-B",Tattooing,Pass,2023-05-11,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4148, 43.77824]]}"
2364,10732635,CHOE'S HAIR SALON,"5068 DUNDAS ST W, UNIT A",Barbering & Hairdressing,Pass,2024-08-06,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.53206, 43.64573]]}"
2365,10732635,CHOE'S HAIR SALON,"5068 DUNDAS ST W, UNIT A",Barbering & Hairdressing,Pass,2023-04-18,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.53206, 43.64573]]}"
2366,10761584,PLATINUM INK,"68 ABELL ST, UNIT-10",Tattooing,Pass,2023-08-03,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.42474, 43.64239]]}"
2367,10761363,PEDI N NAILS,"3590 LAKE SHORE BLVD W, UNIT-1",Aesthetics,Pass,2023-09-20,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.53498, 43.5944]]}"
2368,10761363,PEDI N NAILS,"3590 LAKE SHORE BLVD W, UNIT-1",Aesthetics,Pass,2023-08-24,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.53498, 43.5944]]}"
2369,10761363,PEDI N NAILS,"3590 LAKE SHORE BLVD W, UNIT-1",Aesthetics,Conditional Pass,2023-08-23,None,05 - Single-Use Equipment & Instruments,Personal service setting - single-use equipment not discarded immediately after use. Reg. Subsec. 10 (5),C - Crucial,Notice to Comply,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.53498, 43.5944]]}"
2370,10761363,PEDI N NAILS,"3590 LAKE SHORE BLVD W, UNIT-1",Aesthetics,Conditional Pass,2023-08-23,None,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Reusable equipment not cleaned and disinfected or sterilized between each use. Reg. Clause 10 (4)(a),C - Crucial,Notice to Comply,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.53498, 43.5944]]}"
2371,10761363,PEDI N NAILS,"3590 LAKE SHORE BLVD W, UNIT-1",Nails,Pass,2023-09-20,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.53498, 43.5944]]}"
2372,10761363,PEDI N NAILS,"3590 LAKE SHORE BLVD W, UNIT-1",Nails,Pass,2023-08-24,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.53498, 43.5944]]}"
2373,10761363,PEDI N NAILS,"3590 LAKE SHORE BLVD W, UNIT-1",Nails,Conditional Pass,2023-08-23,None,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Personal service setting - use equipment not maintained in sanitary condition. Reg. Clause 10 (1)(a),C - Crucial,Notice to Comply,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.53498, 43.5944]]}"
2374,10761363,PEDI N NAILS,"3590 LAKE SHORE BLVD W, UNIT-1",Nails,Conditional Pass,2023-08-23,None,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Personal service setting - fail to ensure disinfectants are used per manufacturer's instructions. Reg. Clause 11 (2)(b),C - Crucial,Notice to Comply,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.53498, 43.5944]]}"
2375,10761363,PEDI N NAILS,"3590 LAKE SHORE BLVD W, UNIT-1",Nails,Conditional Pass,2023-08-23,None,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Reusable equipment not disinfected as often as necessary to prevent disease transmission. Reg. Subsec. 10 (4),C - Crucial,Notice to Comply,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.53498, 43.5944]]}"
2376,10761363,PEDI N NAILS,"3590 LAKE SHORE BLVD W, UNIT-1",Nails,Conditional Pass,2023-08-23,None,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Personal service setting - fail to ensure sink has adequate counter space to prepare equipment for use and re-use. Reg. Clause 8 (3)(c),C - Crucial,Notice to Comply,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.53498, 43.5944]]}"
2377,10761417,FORMULA FIG,50 OSSINGTON AVE,Aesthetics,Pass,2024-06-11,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.41957, 43.64531]]}"
2378,10761417,FORMULA FIG,50 OSSINGTON AVE,Injectable Personal Services,Pass,2024-06-11,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.41957, 43.64531]]}"
2379,10761455,CHEZ ROSE BEAUTY SALON INC,1214A DUFFERIN ST,Aesthetics,Pass,2023-06-14,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.43818, 43.66576]]}"
2380,10761455,CHEZ ROSE BEAUTY SALON INC,1214A DUFFERIN ST,Barbering & Hairdressing,Pass,2023-06-14,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.43818, 43.66576]]}"
2381,10761455,CHEZ ROSE BEAUTY SALON INC,1214A DUFFERIN ST,Nails,Pass,2023-06-14,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.43818, 43.66576]]}"
2382,10761590,CHRONIC INK TATTOOS,380 BATHURST ST,Micropigmentation/Microblading,Pass,2024-09-06,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.40677, 43.65342]]}"
2383,10761590,CHRONIC INK TATTOOS,380 BATHURST ST,Tattooing,Pass,2024-09-06,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.40677, 43.65342]]}"
2384,10761590,CHRONIC INK TATTOOS,380 BATHURST ST,Tattooing,Pass,2024-09-03,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.40677, 43.65342]]}"
2385,10761590,CHRONIC INK TATTOOS,380 BATHURST ST,Tattooing,Conditional Pass,2024-08-30,None,02 - General Setting Requirements,"Personal service setting - furniture not of smooth, impermeable material. Reg. Para. 2 of subsec. 8 (1)",S - Significant,Ticket,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.40677, 43.65342]]}"
2386,10761590,CHRONIC INK TATTOOS,380 BATHURST ST,Tattooing,Pass,2024-05-06,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.40677, 43.65342]]}"
2387,10762509,ELEGANT NAILS & SPA,1495 BAYVIEW AVE,Aesthetics,Pass,2024-01-10,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3741, 43.70375]]}"
2388,10762509,ELEGANT NAILS & SPA,1495 BAYVIEW AVE,Nails,Pass,2024-01-11,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3741, 43.70375]]}"
2389,10782684,JANINAS HAIRCUTS FOR ALL,"170 NORTH QUEEN ST, UNIT-K SUITE-6",Barbering & Hairdressing,Pass,2023-06-01,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.55842, 43.61917]]}"
2390,10782685,GISELLE JOY STUDIO,"170 NORTH QUEEN ST, UNIT-K SUITE-2",Barbering & Hairdressing,Pass,2023-06-01,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.55842, 43.61917]]}"
2391,10782729,LOUISE LORAM-MARTIN,"90 SUMACH ST, UNIT-508",Tattooing,Pass,2023-11-06,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.35993, 43.65734]]}"
2392,10782664,GINGER STYLEZ,"170 NORTH QUEEN ST, UNIT-K SUITE-30",Barbering & Hairdressing,Pass,2023-06-01,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.55842, 43.61917]]}"
2393,10782808,HAIR BY GV,"170 NORTH QUEEN ST, UNIT-K SUITE-48",Barbering & Hairdressing,Pass,2023-06-01,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,,None,,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.55842, 43.61917]]}"
